id,name,year,pick,team,seasons,games,minutes,VORP,WS,WA,RWAR,VORP_top,WS_top,WA_top,RWAR_top,image
madsema01,Mark Madsen,2000,29,LAL,9,453,5335,-2.90,8.20,1.79,-0.27,-1.20,7.60,2.72,1.22,false
jaricma01,Marko Jarić,2000,30,LAC,7,447,11246,3.70,12.00,18.88,22.09,4.00,10.90,17.21,19.91,false
langhda01,Dan Langhi,2000,31,DAL,4,133,1253,-0.90,0.20,0.74,-1.03,-0.90,0.20,0.74,-1.03,false
guytoaj01,A.J. Guyton,2000,32,CHI,3,80,1246,-0.20,0.30,0.48,-0.23,-0.20,0.30,0.48,-0.23,false
voskuja01,Jake Voskuhl,2000,33,CHI,9,450,6443,-2.90,11.70,6.81,-0.99,-1.00,11.20,6.27,0.79,false
elamikh01,Khalid El-Amin,2000,34,CHI,1,50,936,-0.10,0.60,0.82,0.56,-0.10,0.60,0.82,0.56,false
smithmi03,Mike Smith,2000,35,WAS,1,17,180,-0.10,-0.10,0.27,-0.04,-0.10,-0.10,0.27,-0.04,false
samakso01,Soumaila Samake,2000,36,NJN,2,47,303,-0.10,0.30,0.47,-0.25,-0.10,0.30,0.47,-0.25,false
houseed01,Eddie House,2000,37,MIA,11,717,12405,6.10,20.10,5.88,10.89,5.30,14.70,5.36,10.63,false
najered01,Eduardo Nájera,2000,38,HOU,12,619,11213,2.80,24.70,17.94,14.00,3.60,19.60,14.47,13.97,false
postela01,Lavor Postell,2000,39,NYK,3,61,446,-0.30,-0.30,0.75,-0.42,-0.30,-0.30,0.75,-0.42,false
mottoha01,Hanno Möttölä,2000,40,ATL,2,155,2360,-2.30,0.90,-1.56,-4.91,-2.30,0.90,-1.56,-4.91,false
carrach01,Chris Carrawell,2000,41,SAS,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
oyedeol01,Olumide Oyedeji,2000,42,SEA,3,93,587,-0.40,1.10,1.02,-0.24,-0.40,1.10,1.02,-0.24,false
reddmi01,Michael Redd,2000,43,MIL,12,629,20104,21.40,55.80,33.97,43.15,16.40,40.80,27.20,32.89,false
cardibr01,Brian Cardinal,2000,44,DET,12,456,6477,3.10,15.40,12.30,11.01,4.20,14.20,10.83,10.94,false
smithja01,Jabari Smith,2000,45,SAC,4,108,1063,-0.60,1.40,-0.13,-1.33,-0.60,1.40,-0.13,-1.33,false
huletde01,DeeAndre Hulett,2000,46,TOR,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
sesarjo01,Josip Sesar,2000,47,SEA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
karchma01,Mark Karcher,2000,48,PHI,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
hartja01,Jason Hart,2000,49,MIL,9,341,5289,1.00,8.70,3.50,2.69,2.10,8.90,4.73,4.55,false
dickeka01,Kaniel Dickens,2000,50,UTA,3,19,85,0.00,0.00,0.12,0.01,0.00,0.00,0.12,0.01,false
rakocig01,Igor Rakočević,2000,51,MIN,1,42,244,-0.20,0.10,0.21,-0.19,-0.20,0.10,0.21,-0.19,false
browner01,Ernest Brown,2000,52,MIA,1,3,21,-0.10,-0.20,0.03,-0.15,-0.10,-0.20,0.03,-0.15,false
mcclida01,Dan McClintock,2000,53,DEN,1,6,58,-0.10,0.00,0.09,-0.07,-0.10,0.00,0.09,-0.07,false
hightco01,Cory Hightower,2000,54,SAS,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
portech01,Chris Porter,2000,55,GSW,1,51,1147,-0.70,0.20,0.04,-1.07,-0.70,0.20,0.04,-1.07,false
wallsja01,Jaquay Walls,2000,56,IND,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
pennsc01,Scoonie Penn,2000,57,ATL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
mickepe01,Pete Mickeal,2000,58,DAL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
brownkw01,Kwame Brown,2001,1,WAS,12,607,13389,-1.30,20.70,11.93,-1.55,1.10,16.40,11.23,3.47,false
chandty01,Tyson Chandler,2001,2,LAC,19,1160,31617,16.90,102.20,84.91,56.39,10.60,48.50,45.70,34.48,true
gasolpa01,Pau Gasol,2001,3,ATL,18,1226,41001,57.60,143.90,122.18,87.23,24.40,62.00,58.34,43.68,true
curryed01,Eddy Curry,2001,4,CHI,11,527,13109,-1.30,21.80,-0.88,-12.23,0.80,18.80,3.27,-0.01,true
richaja01,Jason Richardson,2001,5,GSW,13,857,29241,23.90,59.10,56.13,57.17,15.50,34.00,34.16,36.88,false
battish01,Shane Battier,2001,6,MEM,13,977,30004,28.00,75.70,83.74,83.37,14.70,40.30,48.10,47.38,false
griffed01,Eddie Griffin,2001,7,NJN,5,303,6729,2.70,10.80,14.33,7.59,2.80,11.00,14.33,7.85,false
diopde01,DeSagana Diop,2001,8,CLE,12,601,8403,0.40,12.80,12.87,3.18,2.20,13.30,12.31,6.34,false
whitero02,Rodney White,2001,9,DET,4,218,3354,-0.20,1.70,0.28,-1.52,-0.20,1.70,0.28,-1.52,false
johnsjo02,Joe Johnson,2001,10,BOS,18,1277,44236,26.60,83.00,84.71,77.17,14.40,37.00,45.16,40.74,true
brownke01,Kedrick Brown,2001,11,BOS,4,143,1935,0.50,3.00,2.52,1.26,0.50,3.00,2.52,1.26,false
radmavl01,Vladimir Radmanović,2001,12,SEA,12,737,16164,7.50,26.50,29.87,16.34,5.90,17.90,23.28,14.85,false
jefferi01,Richard Jefferson,2001,13,HOU,17,1181,34293,19.30,83.20,60.41,42.51,13.20,46.80,44.59,30.37,true
murphtr01,Troy Murphy,2001,14,GSW,12,729,19921,10.80,50.20,19.39,16.55,10.10,35.40,17.25,17.74,true
huntest01,Steven Hunter,2001,15,ORL,8,400,5993,-0.50,10.60,2.66,-1.56,0.30,9.80,3.15,0.65,false
hastoki01,Kirk Haston,2001,16,CHH,2,27,134,-0.40,-0.60,0.18,-0.57,-0.40,-0.60,0.18,-0.57,false
bradlmi01,Michael Bradley,2001,17,TOR,5,173,2016,-1.00,1.90,-0.05,-1.96,-1.00,1.90,-0.05,-1.96,false
collija04,Jason Collins,2001,18,HOU,13,735,14974,-6.50,20.20,32.91,10.39,-0.10,18.50,30.52,14.24,false
randoza01,Zach Randolph,2001,19,POR,17,1116,34616,19.00,81.30,58.82,38.00,11.30,42.40,37.05,26.32,true
haywobr01,Brendan Haywood,2001,20,CLE,13,816,18680,2.80,43.80,41.77,20.12,3.70,27.60,29.67,15.71,false
fortejo01,Joseph Forte,2001,21,BOS,2,25,125,-0.20,-0.40,0.18,-0.30,-0.20,-0.40,0.18,-0.30,false
sasseje01,Jeryl Sasser,2001,22,ORL,2,82,1061,-0.10,0.70,-0.69,-0.40,-0.10,0.70,-0.69,-0.40,false
armstbr01,Brandon Armstrong,2001,23,HOU,3,108,699,-1.00,-0.60,-1.03,-1.30,-1.00,-0.60,-1.03,-1.30,false
lopezra01,Raül López,2001,24,UTA,2,113,2135,-0.20,2.10,2.23,1.90,-0.20,2.10,2.23,1.90,false
wallage01,Gerald Wallace,2001,25,SAC,14,832,24731,23.50,59.50,64.04,56.15,16.80,41.30,42.62,38.99,false
dalemsa01,Samuel Dalembert,2001,26,PHI,13,886,21646,4.70,51.40,48.48,17.11,4.20,30.10,29.06,13.37,true
tinslja01,Jamaal Tinsley,2001,27,MEM,11,547,14443,7.00,17.30,32.88,25.58,7.30,15.40,26.48,21.87,true
parketo01,Tony Parker,2001,28,SAS,18,1254,38279,30.30,111.20,113.50,73.10,15.90,45.30,50.41,37.77,true
hassetr01,Trenton Hassell,2001,30,CHI,9,644,16278,-3.70,13.80,-3.03,-2.37,-0.80,13.10,1.71,2.22,false
arenagi01,Gilbert Arenas,2001,31,GSW,11,552,19351,22.30,51.20,52.57,53.17,20.00,45.10,46.65,46.90,true
cookom01,Omar Cook,2001,32,ORL,2,22,213,0.00,-0.10,0.30,0.01,0.00,-0.10,0.30,0.01,false
solomwi01,Will Solomon,2001,33,MEM,2,115,1584,-0.50,0.00,0.88,-0.13,0.00,0.50,0.88,0.17,false
morrite01,Terence Morris,2001,34,ATL,3,139,1934,-0.40,1.00,-0.44,-1.71,-0.40,1.00,-0.44,-1.71,false
scalabr01,Brian Scalabrine,2001,35,NJN,11,520,6772,-1.10,7.50,-0.03,-2.10,0.30,6.10,1.95,0.83,false
trepaje01,Jeff Trepagnier,2001,36,CLE,3,31,270,-0.10,-0.20,0.41,-0.04,-0.10,-0.20,0.41,-0.04,false
brownda02,Damone Brown,2001,37,PHI,4,39,351,-0.60,-0.60,0.39,-0.74,-0.60,-0.60,0.39,-0.74,false
okurme01,Mehmet Okur,2001,38,DET,10,634,18429,14.50,54.70,35.44,28.48,11.50,39.20,27.40,20.98,false
wrighmi01,Michael Wright,2001,39,NYK,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
watsoea01,Earl Watson,2001,40,SEA,13,878,19494,2.70,19.20,29.67,24.68,3.70,12.80,18.59,17.43,false
breweja01,Jamison Brewer,2001,41,IND,4,54,468,-0.10,-0.10,0.55,-0.20,-0.10,-0.10,0.55,-0.20,false
simmobo01,Bobby Simmons,2001,42,SEA,10,466,11513,3.60,20.20,21.24,19.81,4.50,18.40,20.01,19.26,true
chenoer01,Eric Chenowith,2001,43,NYK,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
hillky01,Kyle Hill,2001,44,DAL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
lamplse01,Sean Lampley,2001,45,CHI,2,45,550,0.10,1.10,0.62,0.22,0.10,1.10,0.62,0.22,false
woodslo01,Loren Woods,2001,46,MIN,6,215,2428,-0.30,3.20,1.11,-1.42,0.00,3.10,1.25,-0.35,false
cisseou01,Ousmane Cisse,2001,47,DEN,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
fotsian01,Antonis Fotsis,2001,48,MEM,1,28,320,-0.10,0.10,0.10,-0.15,-0.10,0.10,0.10,-0.15,false
johnske03,Ken Johnson,2001,49,MIA,1,16,156,-0.20,0.00,0.27,-0.31,-0.20,0.00,0.27,-0.31,false
boumtru01,Ruben Boumtje-Boumtje,2001,50,POR,3,44,276,-0.20,0.20,-0.02,-0.58,-0.20,0.20,-0.02,-0.58,true
fordal02,Alton Ford,2001,51,PHO,3,73,524,-0.60,0.80,0.06,-0.93,-0.60,0.80,0.06,-0.93,false
hutsoan01,Andre Hutson,2001,52,MIL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
collija03,Jarron Collins,2001,53,UTA,10,542,8542,-2.50,15.70,8.67,1.68,-0.70,13.80,8.58,3.50,false
satteke01,Kenny Satterfield,2001,54,DAL,2,75,1062,-0.60,-1.20,0.18,-0.46,-0.60,-1.20,0.18,-0.46,false
jeffema01,Maurice Jeffers,2001,55,SAC,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
javtoro01,Robertas Javtokas,2001,56,SAS,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
jonesal01,Alvin Jones,2001,57,PHI,1,23,126,-0.20,0.10,0.12,-0.18,-0.20,0.10,0.12,-0.18,false
bracebr01,Bryan Bracey,2001,58,SAS,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
mingya01,Yao Ming,2002,1,HOU,8,486,15818,20.70,66.00,53.28,41.54,15.30,50.00,42.01,32.38,true
willija03,Jay Williams,2002,2,CHI,1,75,1961,0.00,0.80,-0.10,0.36,0.00,0.80,-0.10,0.36,false
dunlemi02,Mike Dunleavy,2002,3,GSW,15,986,27340,15.80,58.50,53.71,44.50,9.50,30.20,31.71,27.05,true
goodedr01,Drew Gooden,2002,4,MEM,14,790,20127,4.40,44.00,17.35,7.06,5.60,29.60,15.69,11.85,true
tskitni01,Nikoloz Tskitishvili,2002,5,DEN,4,172,1946,-2.00,-1.60,-0.23,-2.35,-2.00,-1.60,-0.23,-2.35,true
wagneda02,Dajuan Wagner,2002,6,CLE,4,103,2202,-1.60,0.00,0.26,-1.55,-1.60,0.00,0.26,-1.55,false
hilarne01,Nenê,2002,7,NYK,17,965,25237,18.80,73.20,78.32,63.38,12.30,41.10,45.04,39.11,true
wilcoch01,Chris Wilcox,2002,8,LAC,11,628,12474,1.20,26.80,15.34,6.38,2.30,19.70,13.75,9.41,false
stoudam01,Amar'e Stoudemire,2002,9,PHO,14,846,26254,22.20,92.50,56.01,37.59,16.50,59.10,42.01,30.44,true
butleca01,Caron Butler,2002,10,MIA,14,881,28333,12.50,50.90,44.35,40.27,10.70,29.20,28.18,27.62,true
jeffrja01,Jared Jeffries,2002,11,WAS,11,629,13579,-1.40,13.30,19.38,9.56,1.20,10.80,13.38,8.99,false
elyme01,Melvin Ely,2002,12,LAC,9,375,6005,-3.10,3.80,4.14,-4.24,-0.30,4.10,5.06,-0.17,false
haislma01,Marcus Haislip,2002,13,MIL,4,89,854,-0.50,0.50,0.84,-0.95,0.10,0.70,0.84,0.15,false
jonesfr01,Fred Jones,2002,14,IND,7,430,10299,2.60,16.40,2.52,8.67,2.90,15.20,3.76,9.16,true
nachbbo01,Boštjan Nachbar,2002,15,HOU,6,317,5628,0.60,8.80,2.10,0.14,0.90,8.90,2.70,1.25,false
welscji01,Jiří Welsch,2002,16,PHI,4,247,4596,0.20,5.70,2.57,0.61,0.60,6.10,3.19,2.45,false
dixonju01,Juan Dixon,2002,17,WAS,7,436,8509,-0.40,6.30,1.62,1.56,0.40,6.70,2.51,2.76,false
borchcu01,Curtis Borchardt,2002,18,ORL,2,83,1117,-0.50,0.90,0.87,-0.72,-0.50,0.90,0.87,-0.72,false
humphry01,Ryan Humphrey,2002,19,UTA,3,85,772,-1.10,-0.40,-0.07,-1.30,-1.10,-0.40,-0.07,-1.30,false
rushka01,Kareem Rush,2002,20,TOR,7,346,5956,-1.70,1.80,-1.65,-3.08,-0.20,2.60,0.95,-0.07,false
woodsqy01,Qyntel Woods,2002,21,POR,4,167,2060,-0.40,1.30,1.14,-0.59,-0.40,1.30,1.14,-0.59,false
jacobca01,Casey Jacobsen,2002,22,PHO,4,287,5320,-0.30,6.20,4.54,2.65,0.20,6.50,4.54,2.84,false
princta01,Tayshaun Prince,2002,23,DET,14,1017,31576,18.10,63.00,71.94,42.88,13.60,39.40,56.70,32.06,true
krstine01,Nenad Krstić,2002,24,NJN,7,419,10547,-1.60,21.50,14.46,1.77,0.00,19.90,13.90,3.72,false
willifr02,Frank Williams,2002,25,DEN,3,86,952,-0.30,0.00,1.33,0.22,-0.30,0.00,1.33,0.22,false
salmojo01,John Salmons,2002,26,SAS,13,895,23672,6.60,33.90,17.58,16.78,7.00,24.30,18.06,15.17,true
jeffech01,Chris Jefferies,2002,27,LAL,2,72,861,-0.80,-0.50,0.22,-0.98,-0.80,-0.50,0.22,-0.98,false
dickada01,Dan Dickau,2002,28,SAC,6,300,4617,0.70,5.80,4.10,3.65,1.10,5.80,4.40,4.45,false
loganst01,Steve Logan,2002,30,GSW,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
masonro01,Roger Mason,2002,31,CHI,10,518,9147,1.60,12.90,8.05,7.04,2.20,12.30,8.13,7.43,true
archiro01,Robert Archibald,2002,32,MEM,2,44,328,-0.30,0.00,0.50,-0.25,-0.30,0.00,0.50,-0.25,false
yarbrvi01,Vincent Yarbrough,2002,33,DEN,1,59,1381,-0.10,1.00,1.73,1.19,-0.10,1.00,1.73,1.19,false
gadzuda01,Dan Gadzuric,2002,34,MIL,10,527,7793,-0.70,15.90,15.19,6.31,1.70,14.40,13.08,7.66,false
boozeca01,Carlos Boozer,2002,35,CLE,13,861,26901,23.10,80.20,48.11,35.66,16.50,47.00,33.10,30.44,false
vujanmi01,Milos Vujanic,2002,36,NYK,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
anderda03,David Andersen,2002,37,ATL,2,103,1264,-0.20,1.60,1.36,0.27,-0.20,1.60,1.36,0.27,false
maddoti01,Tito Maddox,2002,38,HOU,1,9,35,0.00,0.00,0.06,0.01,0.00,0.00,0.06,0.01,false
grizzro01,Rod Grizzard,2002,39,WAS,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
navarju01,Juan Carlos Navarro,2002,40,WAS,1,82,2117,-0.20,1.40,0.12,0.93,0.00,1.40,0.12,0.93,false
kasunma01,Mario Kasun,2002,41,LAC,2,73,569,-0.70,0.90,0.47,-0.44,-0.70,0.90,0.47,-0.44,false
murraro01,Ronald Murray,2002,42,MIL,8,487,11077,-0.30,8.40,6.05,1.53,0.90,8.60,7.16,4.95,false
jennija01,Jason Jennings,2002,43,POR,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
baxtelo01,Lonny Baxter,2002,44,CHI,4,162,1884,-1.20,2.90,1.64,-0.91,-1.20,2.90,1.64,-0.91,false
clancsa02,Sam Clancy,2002,45,PHI,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
barnema02,Matt Barnes,2002,46,MEM,14,929,21967,10.70,43.00,36.27,29.40,7.30,24.50,27.60,22.54,true
sampsja01,Jamal Sampson,2002,47,UTA,5,72,631,-0.10,1.30,0.96,0.09,-0.10,1.30,0.96,0.09,false
owensch01,Chris Owens,2002,48,MIL,1,1,6,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,false
fehsepe01,Peter Fehse,2002,49,SEA,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
songada01,Darius Songaila,2002,50,BOS,8,495,9229,-0.10,15.90,10.02,5.07,0.90,13.50,9.39,6.67,false
kammefe01,Federico Kammerichs,2002,51,POR,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
tayloma03,Marcus Taylor,2002,52,MIN,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
butlera01,Rasual Butler,2002,53,MIA,13,809,17219,2.40,20.90,8.37,6.44,2.90,14.20,7.51,7.05,true
slayta01,Tamar Slay,2002,54,NJN,3,66,517,-0.50,-0.30,0.01,-0.40,-0.50,-0.30,0.01,-0.40,false
sekulml01,Mladen Sekularac,2002,55,DAL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
scolalu01,Luis Scola,2002,56,SAS,10,743,19001,6.30,45.70,24.52,16.26,5.50,31.30,19.57,14.55,true
holcora01,Randy Holcomb,2002,57,SAS,1,4,11,0.00,0.00,0.02,0.01,0.00,0.00,0.02,0.01,false
edwarco01,Corsley Edwards,2002,58,SAC,1,10,110,-0.10,0.10,0.16,-0.09,-0.10,0.10,0.16,-0.09,false
jamesle01,LeBron James,2003,1,CLE,19,1337,51052,140.10,246.60,326.15,248.59,51.20,90.30,124.09,98.61,true
milicda01,Darko Miličić,2003,2,DET,10,468,8638,-0.80,7.00,10.53,-1.78,1.20,7.30,9.72,2.07,false
anthoca01,Carmelo Anthony,2003,3,DEN,19,1230,42778,36.40,107.40,89.64,68.95,19.00,45.70,45.54,35.61,true
boshch01,Chris Bosh,2003,4,TOR,13,893,31936,31.30,106.00,111.59,65.62,17.50,49.50,57.92,35.10,true
wadedw01,Dwyane Wade,2003,5,MIA,16,1054,35773,62.70,120.70,142.26,123.45,35.60,65.90,87.03,76.49,true
kamanch01,Chris Kaman,2003,6,LAC,13,735,19642,0.40,24.70,16.24,-5.41,2.70,18.30,14.18,5.59,true
hinriki01,Kirk Hinrich,2003,7,CHI,13,879,27015,13.40,52.50,51.73,51.05,11.40,33.00,33.80,34.19,true
fordtj01,T.J. Ford,2003,8,MIL,8,429,11882,4.70,16.90,18.23,14.11,5.00,15.80,16.75,13.31,true
sweetmi01,Mike Sweetney,2003,9,NYK,4,233,3610,-0.70,7.70,4.59,0.01,-0.70,7.70,4.59,0.01,false
hayesja01,Jarvis Hayes,2003,10,WAS,7,427,9898,-1.30,10.20,1.54,1.29,0.10,9.00,3.49,3.74,false
pietrmi01,Mickaël Piétrus,2003,11,GSW,10,557,11950,3.20,19.70,10.09,9.25,3.30,15.10,9.20,9.04,false
collini01,Nick Collison,2003,12,SEA,14,910,18603,3.20,44.40,34.57,23.50,3.00,24.00,20.10,14.53,true
banksma01,Marcus Banks,2003,13,MEM,8,348,5571,-0.10,6.60,2.20,1.98,0.60,6.20,3.33,3.18,false
ridnolu01,Luke Ridnour,2003,14,SEA,12,830,21623,7.50,36.10,20.93,26.06,6.90,24.30,14.67,17.54,false
gainere01,Reece Gaines,2003,15,ORL,3,71,605,-0.60,-0.60,0.66,-0.72,-0.60,-0.60,0.66,-0.72,false
belltr01,Troy Bell,2003,16,BOS,1,6,34,-0.20,-0.20,0.06,-0.15,-0.20,-0.20,0.06,-0.15,false
cabarza01,Žarko Čabarkapa,2003,17,PHO,3,150,1550,-0.70,1.20,0.17,-2.36,-0.70,1.20,0.17,-2.36,false
westda01,David West,2003,18,NOH,15,1034,29144,27.60,86.00,80.41,51.62,14.40,41.20,50.56,27.42,true
pavloal01,Sasha Pavlović,2003,19,UTA,10,567,8888,-3.00,6.80,1.47,-0.34,0.20,7.00,3.25,3.04,false
jonesda02,Dahntay Jones,2003,20,BOS,13,624,9799,-4.10,9.90,-1.19,-4.16,0.20,7.90,2.26,0.70,true
diawbo01,Boris Diaw,2003,21,ATL,14,1064,28768,15.60,51.50,40.90,31.58,11.10,29.50,29.10,23.97,true
planizo01,Zoran Planinić,2003,22,NJN,3,148,1584,-0.70,1.60,-1.39,0.11,-0.70,1.60,-1.39,0.11,false
outlatr01,Travis Outlaw,2003,23,POR,11,622,13026,2.10,16.40,4.99,2.19,3.20,13.60,4.84,4.01,false
cookbr01,Brian Cook,2003,24,LAL,9,421,5649,0.40,10.10,7.69,3.68,1.40,10.00,7.70,4.60,false
delfica01,Carlos Delfino,2003,25,DET,8,507,11580,7.30,22.60,13.80,18.24,6.90,18.70,15.43,16.76,false
ebind01,Ndudi Ebi,2003,26,MIN,2,19,86,0.00,0.10,0.15,0.05,0.00,0.10,0.15,0.05,false
perkike01,Kendrick Perkins,2003,27,MEM,14,782,17162,0.50,27.80,31.25,4.95,3.40,21.80,27.17,8.65,true
barbole01,Leandro Barbosa,2003,28,SAS,14,850,18386,8.70,37.30,10.77,21.84,7.60,25.30,13.81,19.32,true
howarjo01,Josh Howard,2003,29,DAL,10,507,15350,10.00,37.90,49.03,35.42,10.20,33.40,43.54,32.63,true
lampema01,Maciej Lampe,2003,30,NYK,3,64,632,-0.80,-0.20,-0.08,-1.04,-0.80,-0.20,-0.08,-1.04,false
kaponja01,Jason Kapono,2003,31,CLE,9,509,9068,-1.40,10.30,1.36,1.47,0.20,9.40,2.97,2.99,true
waltolu01,Luke Walton,2003,32,LAL,10,564,9685,2.40,13.60,7.80,9.59,3.00,12.60,7.97,8.66,false
beaslje01,Jerome Beasley,2003,33,MIA,1,2,5,0.00,0.00,0.01,-0.01,0.00,0.00,0.01,-0.01,false
schorso01,Sofoklis Schortsanitis,2003,34,LAC,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
szewcsz01,Szymon Szewczyk,2003,35,MIL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
austima01,Mario Austin,2003,36,CHI,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
hansetr01,Travis Hansen,2003,37,ATL,1,41,507,-0.50,0.20,0.35,-0.02,-0.50,0.20,0.35,-0.02,false
blakest01,Steve Blake,2003,38,WAS,13,870,20823,4.30,29.00,23.40,16.13,4.70,18.10,19.95,14.74,true
vranesl01,Slavko Vraneš,2003,39,NYK,1,1,3,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,-0.02,false
zimmede01,Derrick Zimmerman,2003,40,GSW,1,2,32,-0.10,0.00,0.05,-0.04,-0.10,0.00,0.05,-0.04,false
greenwi01,Willie Green,2003,41,SEA,12,731,14783,-2.70,13.00,2.95,-0.09,0.70,11.50,5.48,3.62,false
pachuza01,Zaza Pachulia,2003,42,ORL,16,1098,22240,3.00,52.60,34.74,21.21,3.80,24.70,21.59,14.52,true
boganke01,Keith Bogans,2003,43,MIL,11,671,14527,1.90,20.50,12.38,12.29,3.20,15.90,11.80,10.91,false
badiama01,Malick Badiane,2003,44,HOU,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
bonnema01,Matt Bonner,2003,45,CHI,12,792,13356,9.90,38.60,26.14,23.50,7.40,23.50,20.02,17.12,true
becirsa01,Sani Bečirovič,2003,46,DEN,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
willima01,Mo Williams,2003,47,UTA,13,818,23872,10.00,40.10,28.32,26.59,8.50,27.00,25.60,22.72,true
langja01,James Lang,2003,48,NOH,1,11,55,-0.10,0.10,0.08,-0.07,-0.10,0.10,0.08,-0.07,false
jonesja02,James Jones,2003,49,IND,14,709,11098,5.40,25.10,9.94,11.71,4.30,17.10,10.80,10.18,true
morlepa01,Paccelis Morlende,2003,50,PHI,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
korveky01,Kyle Korver,2003,51,NJN,17,1232,31183,20.80,73.50,73.16,57.98,11.00,31.70,41.97,33.04,true
vandera01,Remon van de Hare,2003,52,TOR,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
smithto03,Tommy Smith,2003,53,CHI,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
sinanne01,Nedžad Sinanović,2003,54,POR,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
rickeri01,Rick Rickert,2003,55,MIN,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
huntebr01,Brandon Hunter,2003,56,BOS,2,67,630,-0.20,0.80,0.66,-0.36,-0.20,0.80,0.66,-0.36,false
yuyanxu01,Xue Yuyang,2003,57,DAL,,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,false
glynian01,Andreas Glyniadakis,2003,58,DET,1,13,81,-0.20,-0.20,0.09,-0.36,-0.20,-0.20,0.09,-0.36,false
howardw01,Dwight Howard,2004,1,ORL,18,1211,38930,39.00,140.20,156.56,91.62,22.10,64.00,84.08,53.30,true
okafoem01,Emeka Okafor,2004,2,CHA,10,616,19055,6.90,45.30,37.79,21.12,6.10,33.10,28.60,18.19,true
gordobe01,Ben Gordon,2004,3,CHI,11,744,20366,8.70,33.40,17.69,18.92,10.00,28.50,21.53,21.73,true
livinsh01,Shaun Livingston,2004,4,LAC,14,833,17188,4.40,29.90,6.45,10.39,4.00,17.50,9.66,8.61,true
harride01,Devin Harris,2004,5,WAS,15,985,23963,15.50,54.90,50.04,45.26,9.10,28.00,29.60,27.34,true
childjo01,Josh Childress,2004,6,ATL,8,391,10432,7.30,25.80,9.80,15.30,7.10,24.80,10.20,14.89,true
denglu01,Luol Deng,2004,7,PHO,15,902,30941,22.90,74.10,81.08,64.72,13.30,40.40,46.43,37.30,true
araujra01,Rafael Araújo,2004,8,TOR,3,139,1585,-2.10,-0.40,0.47,-3.19,-2.10,-0.40,0.47,-3.19,false
iguodan01,Andre Iguodala,2004,9,PHI,18,1210,39162,41.10,100.20,112.21,109.55,19.40,41.30,52.89,52.65,true
jackslu02,Luke Jackson,2004,10,CLE,4,73,724,-0.40,0.20,0.58,-0.11,-0.40,0.20,0.58,-0.11,false
biedran01,Andris Biedriņš,2004,11,GSW,10,516,11146,4.50,30.80,24.32,14.40,4.60,25.60,20.74,14.19,false
swiftro01,Robert Swift,2004,12,SEA,4,97,1500,-0.70,1.60,1.69,-1.30,-0.70,1.60,1.69,-1.30,false
